Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
"Synopsys, Inc.",Technology,Software - Infrastructure,US,SNPS,77.0,74.0,67.0,81.0,79.0,73.0,78.0,79.0,72.0,68.0,72.0,70.0,62.0,65.0,65.0,65.0,64.0
Canadian Imperial Bank of Commerce,Financial Services,Banks - Diversified,CA,CM.TO,30.0,25.0,23.0,28.0,42.0,38.0,83.0,85.0,95.0,86.0,80.0,84.0,96.0,94.0,92.0,91.0,93.0
"PayPal Holdings, Inc.",Financial Services,Financial - Credit Services,US,PYPL,70.0,75.0,70.0,73.0,73.0,74.0,69.0,74.0,64.0,67.0,69.0,67.0,67.0,67.0,64.0,66.0,65.0
KLA Corporation,Technology,Semiconductors,US,KLAC,88.0,87.0,88.0,88.0,87.0,87.0,86.0,86.0,81.0,82.0,83.0,76.0,80.0,78.0,75.0,70.0,72.0
"Airbnb, Inc.",Consumer Cyclical,Travel Services,US,ABNB,65.0,74.0,86.0,69.0,48.0,20.0,90.0,74.0,70.0,42.0,9.0,18.0,33.0,28.0,,,
"HCA Healthcare, Inc.",Healthcare,Medical - Care Facilities,US,HCA,69.0,71.0,67.0,71.0,71.0,71.0,63.0,70.0,64.0,66.0,66.0,64.0,62.0,60.0,62.0,62.0,62.0
"Cadence Design Systems, Inc.",Technology,Software - Application,US,CDNS,83.0,84.0,82.0,82.0,79.0,83.0,81.0,83.0,76.0,74.0,78.0,73.0,69.0,67.0,66.0,68.0,64.0
"Motorola Solutions, Inc.",Technology,Communication Equipment,US,MSI,75.0,79.0,79.0,79.0,77.0,80.0,76.0,79.0,70.0,71.0,71.0,66.0,66.0,68.0,65.0,62.0,11.0
"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,US,CMG,70.0,71.0,69.0,74.0,71.0,70.0,67.0,70.0,60.0,56.0,56.0,58.0,50.0,44.0,34.0,62.0,62.0
CME Group Inc.,Financial Services,Financial - Data & Stock Exchanges,US,CME,97.0,95.0,97.0,95.0,96.0,93.0,18.0,95.0,91.0,92.0,93.0,92.0,91.0,93.0,93.0,92.0,91.0
"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,US,PNC,82.0,85.0,70.0,27.0,27.0,90.0,81.0,85.0,85.0,85.0,92.0,86.0,90.0,87.0,87.0,88.0,86.0
"Interactive Brokers Group, Inc.",Financial Services,Financial - Capital Markets,US,IBKR,99.0,99.0,97.0,96.0,96.0,95.0,96.0,99.0,92.0,95.0,95.0,94.0,91.0,92.0,90.0,91.0,90.0
MicroStrategy Incorporated,Technology,Software - Application,US,MSTR,12.0,20.0,5.0,17.0,20.0,53.0,51.0,20.0,37.0,100.0,77.0,34.0,30.0,58.0,68.0,72.0,42.0
"Marvell Technology, Inc.",Technology,Semiconductors,US,MRVL,33.0,65.0,12.0,71.0,66.0,75.0,58.0,80.0,65.0,64.0,92.0,58.0,72.0,42.0,65.0,53.0,48.0
"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,REGN,84.0,84.0,88.0,83.0,79.0,84.0,80.0,84.0,82.0,92.0,89.0,74.0,78.0,77.0,71.0,73.0,72.0
U.S. Bancorp,Financial Services,Banks - Regional,US,USB,72.0,79.0,81.0,23.0,21.0,68.0,77.0,79.0,83.0,85.0,74.0,82.0,88.0,84.0,86.0,87.0,87.0
Manulife Financial Corporation,Financial Services,Insurance - Life,CA,MFC.TO,68.0,67.0,62.0,63.0,40.0,35.0,48.0,67.0,93.0,48.0,42.0,18.0,63.0,37.0,42.0,49.0,44.0
McKesson Corporation,Healthcare,Medical - Distribution,US,MCK,33.0,42.0,38.0,41.0,43.0,37.0,37.0,42.0,35.0,35.0,35.0,33.0,30.0,29.0,28.0,27.0,25.0
Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,US,ZTS,88.0,89.0,88.0,88.0,88.0,84.0,84.0,88.0,79.0,79.0,86.0,80.0,77.0,76.0,74.0,65.0,64.0
Illinois Tool Works Inc.,Industrials,Industrial - Machinery,US,ITW,81.0,79.0,85.0,79.0,81.0,78.0,75.0,78.0,71.0,70.0,71.0,72.0,70.0,68.0,68.0,67.0,64.0
Southern Copper Corporation,Basic Materials,Copper,US,SCCO,93.0,91.0,93.0,93.0,92.0,88.0,91.0,91.0,87.0,93.0,90.0,89.0,85.0,86.0,82.0,80.0,85.0
Constellation Energy Corporation,Utilities,Renewable Utilities,US,CEG,79.0,67.0,84.0,87.0,80.0,67.0,68.0,67.0,45.0,67.0,75.0,74.0,64.0,65.0,69.0,69.0,63.0
"Marriott International, Inc.",Consumer Cyclical,Travel Lodging,US,MAR,63.0,69.0,62.0,70.0,64.0,59.0,59.0,68.0,61.0,56.0,42.0,52.0,54.0,59.0,46.0,44.0,41.0
Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,US,CL,77.0,74.0,73.0,77.0,77.0,77.0,68.0,73.0,71.0,73.0,74.0,72.0,71.0,69.0,72.0,76.0,66.0
General Dynamics Corporation,Industrials,Aerospace & Defense,US,GD,54.0,60.0,56.0,56.0,58.0,61.0,53.0,59.0,54.0,54.0,56.0,55.0,54.0,54.0,55.0,54.0,51.0
"EOG Resources, Inc.",Energy,Oil & Gas Exploration & Production,US,EOG,93.0,93.0,92.0,91.0,92.0,91.0,92.0,93.0,86.0,91.0,85.0,87.0,84.0,83.0,79.0,79.0,88.0
Alimentation Couche-Tard Inc.,Consumer Cyclical,Specialty Retail,CA,ATD.TO,46.0,52.0,50.0,52.0,49.0,49.0,49.0,51.0,44.0,50.0,47.0,40.0,36.0,36.0,36.0,33.0,28.0
"Coinbase Global, Inc.",Technology,Software - Application,US,COIN,84.0,41.0,53.0,39.0,91.0,61.0,20.0,40.0,11.0,81.0,81.0,20.0,,,,,
Emerson Electric Co.,Industrials,Industrial - Machinery,US,EMR,74.0,75.0,76.0,79.0,12.0,71.0,71.0,77.0,70.0,67.0,67.0,67.0,64.0,64.0,66.0,53.0,65.0
"Air Products and Chemicals, Inc.",Basic Materials,Chemicals - Specialty,US,APD,91.0,92.0,97.0,84.0,84.0,82.0,84.0,85.0,76.0,80.0,87.0,84.0,77.0,75.0,77.0,73.0,69.0
Suncor Energy Inc.,Energy,Oil & Gas Integrated,CA,SU.TO,84.0,85.0,81.0,82.0,80.0,79.0,79.0,85.0,80.0,75.0,63.0,77.0,74.0,74.0,68.0,69.0,70.0
"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,US,WMB,96.0,96.0,95.0,92.0,93.0,94.0,91.0,96.0,86.0,87.0,94.0,91.0,82.0,70.0,71.0,65.0,88.0
TC Energy Corporation,Energy,Oil & Gas Midstream,CA,TRP.TO,98.0,93.0,97.0,96.0,94.0,91.0,95.0,93.0,92.0,95.0,96.0,95.0,91.0,89.0,88.0,88.0,89.0
Northrop Grumman Corporation,Industrials,Aerospace & Defense,US,NOC,53.0,56.0,64.0,61.0,62.0,25.0,61.0,56.0,65.0,69.0,60.0,52.0,58.0,54.0,54.0,55.0,54.0
FedEx Corporation,Industrials,Integrated Freight & Logistics,US,FDX,55.0,60.0,53.0,61.0,59.0,54.0,55.0,56.0,51.0,52.0,51.0,52.0,38.0,51.0,46.0,43.0,49.0
"Fortinet, Inc.",Technology,Software - Infrastructure,US,FTNT,83.0,79.0,88.0,82.0,77.0,77.0,74.0,78.0,69.0,66.0,69.0,63.0,57.0,46.0,38.0,34.0,43.0
"DoorDash, Inc.",Communication Services,Internet Content & Information,US,DASH,35.0,24.0,51.0,23.0,44.0,38.0,36.0,24.0,19.0,20.0,19.0,9.0,9.0,,,,
CVS Health Corporation,Healthcare,Medical - Healthcare Plans,US,CVS,37.0,46.0,40.0,46.0,44.0,44.0,42.0,46.0,41.0,42.0,44.0,41.0,38.0,36.0,37.0,36.0,36.0
"Workday, Inc.",Technology,Software - Application,US,WDAY,44.0,49.0,38.0,53.0,49.0,49.0,55.0,42.0,39.0,35.0,21.0,17.0,15.0,13.0,12.0,11.0,9.0
Enterprise Products Partners L.P.,Energy,Oil & Gas Midstream,US,EPD,65.0,69.0,65.0,66.0,65.0,65.0,57.0,68.0,52.0,57.0,65.0,62.0,55.0,51.0,55.0,50.0,36.0
TransDigm Group Incorporated,Industrials,Aerospace & Defense,US,TDG,91.0,91.0,89.0,90.0,91.0,89.0,88.0,89.0,82.0,80.0,84.0,83.0,83.0,83.0,82.0,82.0,77.0
Capital One Financial Corporation,Financial Services,Financial - Credit Services,US,COF,58.0,25.0,79.0,26.0,28.0,35.0,71.0,25.0,80.0,89.0,53.0,70.0,86.0,79.0,80.0,82.0,84.0
"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,US,ORLY,72.0,99.0,72.0,71.0,73.0,72.0,71.0,74.0,67.0,69.0,71.0,67.0,65.0,64.0,65.0,64.0,62.0
3M Company,Industrials,Conglomerates,US,MMM,77.0,16.0,84.0,76.0,77.0,75.0,14.0,16.0,69.0,65.0,67.0,63.0,70.0,72.0,72.0,71.0,69.0
Ecolab Inc.,Basic Materials,Chemicals - Specialty,US,ECL,76.0,71.0,81.0,74.0,72.0,62.0,60.0,71.0,52.0,55.0,57.0,68.0,55.0,53.0,54.0,53.0,51.0
Newmont Corporation,Basic Materials,Gold,US,NGT.TO,82.0,44.0,85.0,88.0,87.0,48.0,78.0,43.0,74.0,76.0,88.0,93.0,77.0,77.0,76.0,76.0,71.0
"ONEOK, Inc.",Energy,Oil & Gas Midstream,US,OKE,79.0,80.0,79.0,81.0,78.0,79.0,56.0,79.0,58.0,64.0,79.0,71.0,62.0,56.0,62.0,62.0,46.0
Carrier Global Corporation,Industrials,Construction,US,CARR,63.0,62.0,68.0,64.0,60.0,64.0,58.0,61.0,55.0,54.0,58.0,61.0,61.0,59.0,,,
CSX Corporation,Industrials,Railroads,US,CSX,91.0,91.0,90.0,90.0,91.0,88.0,89.0,91.0,86.0,89.0,92.0,91.0,86.0,84.0,83.0,82.0,78.0
"Waste Connections, Inc.",Industrials,Waste Management,CA,WCN.TO,80.0,79.0,81.0,82.0,81.0,81.0,79.0,79.0,74.0,74.0,77.0,76.0,74.0,73.0,72.0,75.0,76.0
"Autodesk, Inc.",Technology,Software - Application,US,ADSK,74.0,74.0,71.0,77.0,76.0,75.0,73.0,74.0,61.0,64.0,58.0,40.0,15.0,14.0,34.0,44.0,61.0
"Republic Services, Inc.",Industrials,Waste Management,US,RSG,80.0,80.0,79.0,81.0,81.0,79.0,77.0,79.0,72.0,72.0,76.0,73.0,72.0,70.0,72.0,72.0,68.0
Arthur J. Gallagher & Co.,Financial Services,Insurance - Brokers,US,AJG,77.0,74.0,73.0,77.0,82.0,72.0,73.0,73.0,72.0,69.0,70.0,62.0,56.0,55.0,56.0,54.0,51.0
"Becton, Dickinson and Company",Healthcare,Medical - Instruments & Supplies,US,BDX,71.0,76.0,57.0,77.0,79.0,52.0,67.0,75.0,69.0,70.0,71.0,72.0,58.0,55.0,59.0,54.0,61.0
Energy Transfer LP,Energy,Oil & Gas Midstream,US,ET,66.0,66.0,65.0,66.0,66.0,66.0,42.0,65.0,47.0,55.0,60.0,56.0,48.0,44.0,41.0,36.0,31.0
Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,US,RCL,84.0,83.0,87.0,85.0,81.0,78.0,84.0,82.0,42.0,8.0,10.0,76.0,74.0,73.0,71.0,70.0,65.0
"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,US,KMI,89.0,88.0,87.0,88.0,90.0,86.0,83.0,88.0,65.0,79.0,89.0,76.0,74.0,70.0,80.0,77.0,73.0
Freeport-McMoRan Inc.,Basic Materials,Copper,US,FCX,86.0,85.0,85.0,86.0,83.0,84.0,82.0,85.0,81.0,84.0,72.0,55.0,76.0,74.0,14.0,8.0,66.0
"The Trade Desk, Inc.",Technology,Software - Application,US,TTD,68.0,63.0,65.0,70.0,56.0,78.0,52.0,63.0,49.0,55.0,68.0,65.0,69.0,68.0,73.0,77.0,26.0
Schlumberger Limited,Energy,Oil & Gas Equipment & Services,US,SLB,72.0,75.0,74.0,74.0,71.0,68.0,72.0,74.0,69.0,53.0,46.0,47.0,45.0,43.0,41.0,57.0,62.0
"Digital Realty Trust, Inc.",Real Estate,REIT - Office,US,DLR,89.0,93.0,88.0,89.0,89.0,87.0,86.0,93.0,85.0,89.0,91.0,92.0,90.0,91.0,91.0,90.0,90.0
Truist Financial Corporation,Financial Services,Banks - Regional,US,TFC,32.0,25.0,38.0,99.0,21.0,39.0,20.0,25.0,21.0,19.0,20.0,18.0,16.0,14.0,14.0,14.0,12.0
Aflac Incorporated,Financial Services,Insurance - Life,US,AFL,35.0,80.0,43.0,26.0,28.0,51.0,82.0,80.0,70.0,68.0,65.0,65.0,62.0,61.0,61.0,62.0,63.0
Hilton Worldwide Holdings Inc.,Consumer Cyclical,Travel Lodging,US,HLT,73.0,76.0,72.0,77.0,73.0,68.0,41.0,75.0,71.0,66.0,40.0,66.0,63.0,60.0,64.0,65.0,65.0
General Motors Company,Consumer Cyclical,Auto - Manufacturers,US,GM,58.0,62.0,59.0,64.0,64.0,54.0,44.0,61.0,58.0,64.0,64.0,60.0,56.0,57.0,51.0,42.0,35.0
Sempra,Utilities,Diversified Utilities,US,SRE,87.0,85.0,86.0,86.0,87.0,83.0,82.0,84.0,75.0,79.0,85.0,84.0,77.0,77.0,79.0,76.0,71.0
PACCAR Inc,Industrials,Agricultural - Machinery,US,PCAR,66.0,70.0,63.0,67.0,70.0,70.0,65.0,69.0,58.0,54.0,57.0,58.0,57.0,57.0,65.0,57.0,53.0
Norfolk Southern Corporation,Industrials,Railroads,US,NSC,92.0,84.0,94.0,89.0,63.0,24.0,73.0,84.0,84.0,89.0,90.0,88.0,83.0,83.0,83.0,80.0,80.0
SEMPRA ENERGY,Utilities,Regulated Electric,US,SREA,87.0,85.0,86.0,86.0,87.0,83.0,82.0,84.0,75.0,79.0,85.0,84.0,77.0,77.0,79.0,76.0,71.0
"Roper Technologies, Inc.",Industrials,Industrial - Machinery,US,ROP,88.0,89.0,87.0,87.0,86.0,86.0,86.0,88.0,80.0,80.0,82.0,80.0,76.0,76.0,77.0,78.0,75.0
"Simon Property Group, Inc.",Real Estate,REIT - Retail,US,SPG,97.0,96.0,96.0,96.0,96.0,95.0,96.0,96.0,95.0,97.0,97.0,97.0,95.0,96.0,95.0,95.0,95.0
"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,US,TRV,82.0,57.0,61.0,26.0,28.0,38.0,40.0,56.0,53.0,55.0,54.0,51.0,53.0,52.0,61.0,65.0,66.0
"MetLife, Inc.",Financial Services,Insurance - Life,US,MET,33.0,48.0,56.0,49.0,49.0,43.0,24.0,47.0,40.0,45.0,47.0,44.0,49.0,38.0,28.0,55.0,52.0
Public Storage,Real Estate,REIT - Industrial,US,PSA,96.0,96.0,95.0,96.0,96.0,95.0,96.0,96.0,94.0,96.0,96.0,96.0,95.0,95.0,95.0,94.0,95.0
Agnico Eagle Mines Limited,Basic Materials,Gold,CA,AEM.TO,92.0,94.0,93.0,92.0,91.0,88.0,88.0,93.0,82.0,85.0,89.0,85.0,77.0,81.0,81.0,80.0,78.0
"W.W. Grainger, Inc.",Industrials,Industrial - Distribution,US,GWW,64.0,67.0,64.0,65.0,67.0,63.0,63.0,66.0,59.0,54.0,51.0,54.0,51.0,49.0,50.0,55.0,54.0
Snowflake Inc.,Technology,Software - Application,US,SNOW,18.0,14.0,12.0,13.0,13.0,16.0,14.0,14.0,13.0,10.0,8.0,7.0,,,,,
The Bank of New York Mellon Corporation,Financial Services,Asset Management,US,BK,86.0,83.0,87.0,82.0,79.0,50.0,75.0,83.0,87.0,74.0,77.0,80.0,91.0,74.0,76.0,73.0,72.0
"Block, Inc.",Technology,Software - Infrastructure,US,SQ,45.0,43.0,52.0,55.0,54.0,46.0,37.0,42.0,23.0,36.0,38.0,18.0,29.0,18.0,14.0,13.0,11.0
Fair Isaac Corporation,Technology,Software - Application,US,FICO,89.0,89.0,88.0,88.0,89.0,86.0,86.0,88.0,81.0,71.0,79.0,70.0,67.0,66.0,66.0,68.0,68.0
Comcast Holdings Corp.,Communication Services,Broadcasting,US,CCZ,81.0,82.0,79.0,83.0,82.0,78.0,80.0,82.0,73.0,75.0,77.0,76.0,74.0,76.0,76.0,75.0,74.0
Vistra Corp.,Utilities,Independent Power Producers,US,VST,86.0,81.0,89.0,83.0,61.0,71.0,76.0,81.0,42.0,42.0,81.0,77.0,65.0,66.0,59.0,68.0,69.0
Imperial Oil Limited,Energy,Oil & Gas Integrated,CA,IMO.TO,64.0,68.0,64.0,63.0,68.0,66.0,65.0,67.0,63.0,56.0,39.0,52.0,53.0,42.0,38.0,50.0,54.0
Target Corporation,Consumer Defensive,Discount Stores,US,TGT,42.0,52.0,22.0,53.0,52.0,50.0,47.0,48.0,51.0,47.0,49.0,45.0,43.0,44.0,44.0,40.0,39.0
"Ameriprise Financial, Inc.",Financial Services,Asset Management,US,AMP,72.0,75.0,66.0,76.0,86.0,68.0,65.0,75.0,68.0,67.0,59.0,46.0,67.0,65.0,60.0,65.0,65.0
"United Rentals, Inc.",Industrials,Rental & Leasing Services,US,URI,90.0,90.0,88.0,89.0,88.0,88.0,89.0,89.0,84.0,84.0,88.0,87.0,83.0,83.0,85.0,86.0,85.0
"Copart, Inc.",Consumer Cyclical,Auto - Dealerships,US,CPRT,86.0,88.0,86.0,85.0,88.0,86.0,86.0,88.0,82.0,86.0,87.0,84.0,78.0,77.0,79.0,77.0,71.0
"Charter Communications, Inc.",Communication Services,Telecommunications Services,US,CHTR,87.0,86.0,85.0,86.0,86.0,84.0,55.0,85.0,79.0,80.0,84.0,80.0,77.0,77.0,77.0,74.0,75.0
Phillips 66,Energy,Oil & Gas Refining & Marketing,US,PSX,40.0,53.0,41.0,44.0,47.0,45.0,47.0,52.0,45.0,39.0,36.0,40.0,41.0,34.0,31.0,36.0,28.0
Loblaw Companies Limited,Consumer Defensive,Grocery Stores,CA,L.TO,53.0,57.0,56.0,56.0,58.0,55.0,51.0,56.0,50.0,49.0,49.0,48.0,39.0,41.0,37.0,35.0,29.0
The Allstate Corporation,Financial Services,Insurance - Property & Casualty,US,ALL,77.0,42.0,52.0,26.0,28.0,52.0,20.0,41.0,23.0,36.0,57.0,51.0,43.0,49.0,42.0,45.0,51.0
"Diamondback Energy, Inc.",Energy,Oil & Gas Exploration & Production,US,FANG,96.0,96.0,94.0,95.0,96.0,95.0,95.0,96.0,95.0,96.0,95.0,99.0,83.0,87.0,77.0,58.0,82.0
Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,US,VRT,67.0,64.0,66.0,72.0,67.0,70.0,65.0,63.0,47.0,50.0,50.0,46.0,19.0,18.0,18.0,,
"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,US,DHI,64.0,68.0,63.0,68.0,66.0,63.0,65.0,67.0,67.0,63.0,58.0,52.0,51.0,47.0,46.0,44.0,43.0
Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,US,MNST,78.0,80.0,75.0,80.0,80.0,77.0,76.0,79.0,70.0,75.0,82.0,78.0,77.0,78.0,79.0,65.0,73.0
"American Electric Power Company, Inc.",Utilities,Regulated Electric,US,AEP,87.0,86.0,87.0,85.0,75.0,83.0,85.0,85.0,79.0,81.0,86.0,81.0,75.0,77.0,77.0,76.0,73.0
"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,US,AZO,74.0,75.0,72.0,75.0,74.0,71.0,69.0,71.0,64.0,64.0,66.0,63.0,62.0,65.0,65.0,64.0,64.0
"Paychex, Inc.",Industrials,Staffing & Employment Services,US,PAYX,89.0,89.0,88.0,87.0,90.0,87.0,87.0,89.0,83.0,84.0,86.0,85.0,80.0,81.0,83.0,83.0,82.0
Carvana Co.,Consumer Cyclical,Specialty Retail,US,CVNA,46.0,56.0,53.0,54.0,50.0,39.0,37.0,56.0,20.0,23.0,22.0,18.0,19.0,26.0,11.0,24.0,9.0
Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,US,MPC,45.0,60.0,46.0,50.0,52.0,50.0,54.0,59.0,54.0,41.0,35.0,43.0,40.0,39.0,37.0,41.0,31.0
Cummins Inc.,Industrials,Industrial - Machinery,US,CMI,56.0,53.0,63.0,61.0,60.0,21.0,58.0,53.0,49.0,51.0,55.0,54.0,49.0,48.0,48.0,49.0,49.0
"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,US,LNG,92.0,97.0,91.0,93.0,84.0,92.0,96.0,97.0,60.0,35.0,83.0,77.0,74.0,74.0,57.0,7.0,7.0
Realty Income Corporation,Real Estate,REIT - Retail,US,O,98.0,98.0,97.0,98.0,98.0,97.0,97.0,98.0,96.0,98.0,98.0,98.0,96.0,97.0,97.0,96.0,96.0
"Quanta Services, Inc.",Industrials,Engineering & Construction,US,PWR,47.0,53.0,52.0,51.0,50.0,51.0,47.0,52.0,43.0,42.0,43.0,40.0,35.0,33.0,32.0,30.0,33.0
Sun Life Financial Inc.,Financial Services,Insurance - Diversified,CA,SLF.TO,42.0,66.0,56.0,27.0,26.0,42.0,99.0,66.0,65.0,55.0,48.0,46.0,55.0,46.0,52.0,58.0,44.0
MPLX LP,Energy,Oil & Gas Midstream,US,MPLX,93.0,93.0,92.0,91.0,94.0,91.0,90.0,93.0,84.0,83.0,76.0,85.0,80.0,74.0,66.0,72.0,76.0
"Dominion Energy, Inc.",Utilities,Regulated Electric,US,D,91.0,90.0,91.0,87.0,89.0,88.0,88.0,90.0,72.0,81.0,78.0,77.0,81.0,86.0,84.0,84.0,76.0
"Datadog, Inc.",Technology,Software - Application,US,DDOG,40.0,50.0,53.0,44.0,48.0,51.0,44.0,50.0,34.0,36.0,39.0,20.0,18.0,18.0,,,
Intact Financial Corporation,Financial Services,Insurance - Property & Casualty,CA,IFC-PA.TO,57.0,58.0,47.0,25.0,44.0,60.0,43.0,57.0,61.0,54.0,50.0,41.0,47.0,48.0,43.0,50.0,51.0
Cencora,Healthcare,Medical - Distribution,US,COR,33.0,42.0,38.0,41.0,42.0,38.0,37.0,41.0,35.0,35.0,35.0,32.0,28.0,26.0,26.0,24.0,23.0
Occidental Petroleum Corporation,Energy,Oil & Gas Exploration & Production,US,OXY,92.0,91.0,91.0,91.0,91.0,87.0,83.0,91.0,89.0,90.0,86.0,88.0,86.0,81.0,76.0,82.0,89.0
"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,US,AXON,53.0,60.0,63.0,53.0,53.0,58.0,59.0,59.0,48.0,17.0,24.0,32.0,41.0,36.0,50.0,61.0,65.0
Fairfax Financial Holdings Limited,Financial Services,Insurance - Property & Casualty,CA,FFH.TO,50.0,70.0,72.0,20.0,65.0,67.0,69.0,70.0,44.0,23.0,17.0,16.0,38.0,59.0,16.0,41.0,69.0
Howmet Aerospace Inc.,Industrials,Industrial - Machinery,US,HWM,74.0,74.0,74.0,77.0,76.0,73.0,70.0,73.0,63.0,66.0,67.0,57.0,52.0,60.0,50.0,59.0,58.0
"Ross Stores, Inc.",Consumer Cyclical,Apparel - Retail,US,ROST,60.0,63.0,61.0,62.0,63.0,61.0,56.0,59.0,56.0,39.0,61.0,59.0,58.0,57.0,56.0,56.0,53.0
"American International Group, Inc.",Financial Services,Insurance - Diversified,US,AIG,75.0,71.0,90.0,20.0,87.0,27.0,69.0,70.0,77.0,75.0,20.0,61.0,54.0,50.0,41.0,56.0,68.0
Fastenal Company,Industrials,Industrial - Distribution,US,FAST,73.0,75.0,71.0,74.0,75.0,73.0,71.0,74.0,68.0,67.0,70.0,68.0,67.0,66.0,66.0,67.0,65.0
National Bank of Canada,Financial Services,Banks - Diversified,CA,NA.TO,30.0,25.0,23.0,28.0,42.0,39.0,84.0,25.0,96.0,88.0,84.0,85.0,96.0,95.0,92.0,94.0,95.0
"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,US,LHX,67.0,64.0,65.0,64.0,63.0,72.0,63.0,64.0,63.0,64.0,65.0,61.0,66.0,65.0,66.0,67.0,65.0
"Old Dominion Freight Line, Inc.",Industrials,Trucking,US,ODFL,83.0,83.0,81.0,83.0,82.0,82.0,81.0,83.0,76.0,75.0,76.0,72.0,70.0,66.0,65.0,65.0,63.0
"Nasdaq, Inc.",Financial Services,Financial - Data & Stock Exchanges,US,NDAQ,85.0,83.0,81.0,84.0,84.0,67.0,72.0,82.0,74.0,76.0,76.0,77.0,73.0,74.0,74.0,74.0,70.0
Great-West Lifeco Inc.,Financial Services,Insurance - Life,CA,GWO.TO,53.0,65.0,55.0,70.0,24.0,44.0,99.0,65.0,48.0,42.0,42.0,42.0,43.0,37.0,38.0,46.0,40.0
Kenvue Inc.,Consumer Defensive,Household & Personal Products,US,KVUE,71.0,72.0,71.0,73.0,74.0,66.0,63.0,72.0,66.0,70.0,92.0,72.0,,,,,
"Fidelity National Information Services, Inc.",Technology,Information Technology Services,US,FIS,80.0,80.0,82.0,86.0,86.0,82.0,84.0,80.0,79.0,79.0,82.0,77.0,76.0,73.0,70.0,72.0,71.0
Public Service Enterprise Group Incorporated,Utilities,Regulated Electric,US,PEG,88.0,90.0,87.0,81.0,86.0,86.0,71.0,89.0,75.0,78.0,85.0,83.0,78.0,80.0,78.0,83.0,78.0
Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,US,KMB,70.0,64.0,76.0,69.0,72.0,67.0,59.0,64.0,59.0,60.0,68.0,66.0,57.0,65.0,65.0,49.0,58.0
Hess Corporation,Energy,Oil & Gas Exploration & Production,US,HES,93.0,91.0,90.0,93.0,94.0,87.0,90.0,90.0,86.0,87.0,83.0,85.0,80.0,73.0,17.0,9.0,59.0
MSCI Inc.,Financial Services,Financial - Data & Stock Exchanges,US,MSCI,95.0,95.0,94.0,94.0,93.0,96.0,94.0,95.0,89.0,90.0,92.0,91.0,90.0,87.0,87.0,85.0,81.0
Crown Castle Inc.,Real Estate,REIT - Specialty,US,CCI,94.0,94.0,94.0,92.0,94.0,92.0,93.0,94.0,89.0,91.0,92.0,91.0,87.0,87.0,89.0,89.0,88.0
PG&E Corporation,Utilities,Regulated Electric,US,PCG,86.0,80.0,85.0,85.0,87.0,85.0,71.0,80.0,74.0,73.0,80.0,74.0,76.0,76.0,72.0,68.0,71.0
Targa Resources Corp.,Energy,Oil & Gas Midstream,US,TRGP,75.0,76.0,77.0,79.0,74.0,74.0,69.0,76.0,54.0,53.0,93.0,62.0,53.0,55.0,36.0,45.0,36.0
Lennar Corporation,Consumer Cyclical,Residential Construction,US,LEN,61.0,66.0,60.0,62.0,60.0,67.0,62.0,65.0,67.0,66.0,57.0,50.0,43.0,47.0,48.0,50.0,48.0
"AMETEK, Inc.",Industrials,Industrial - Machinery,US,AME,81.0,81.0,80.0,82.0,80.0,80.0,74.0,81.0,69.0,68.0,73.0,68.0,66.0,63.0,63.0,68.0,66.0
"Prudential Financial, Inc.",Financial Services,Insurance - Life,US,PRU,33.0,25.0,41.0,39.0,24.0,26.0,18.0,25.0,23.0,49.0,22.0,36.0,46.0,51.0,49.0,56.0,34.0
"Prudential Financial, Inc. 5.62",Financial Services,Insurance - Life,US,PRS,39.0,96.0,41.0,39.0,40.0,19.0,43.0,96.0,37.0,22.0,25.0,21.0,28.0,33.0,16.0,16.0,12.0
Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,US,VLO,41.0,56.0,42.0,47.0,51.0,47.0,49.0,55.0,46.0,35.0,23.0,35.0,33.0,32.0,32.0,36.0,29.0
